x	y
23.69	0.866987
23.68	0.866991
23.67	0.866994
23.66	0.866997
23.65	0.867
23.64	0.867003
23.63	0.867006
23.62	0.86701
23.61	0.867013
23.6	0.867016
23.59	0.867019
23.58	0.867022
23.57	0.867026
23.56	0.867029
23.55	0.867032
23.54	0.867035
23.53	0.867038
23.52	0.867042
23.51	0.867045
23.5	0.867048
23.49	0.867051
23.48	0.867055
23.47	0.867058
23.46	0.867061
23.45	0.867064
23.44	0.867067
23.43	0.867071
23.42	0.867074
23.41	0.867077
23.4	0.86708
23.39	0.867084
23.38	0.867087
23.37	0.86709
23.36	0.867093
23.35	0.867097
23.34	0.8671
23.33	0.867103
23.32	0.867106
23.31	0.86711
23.3	0.867113
23.29	0.867116
23.28	0.86712
23.27	0.867123
23.26	0.867126
23.25	0.86713
23.24	0.867133
23.23	0.867136
23.22	0.867139
23.21	0.867143
23.2	0.867146
23.19	0.867149
23.18	0.867153
23.17	0.867156
23.16	0.867159
23.15	0.867163
23.14	0.867166
23.13	0.867169
23.12	0.867173
23.11	0.867176
23.1	0.867179
23.09	0.867183
23.08	0.867186
23.07	0.867189
23.06	0.867193
23.05	0.867196
23.04	0.867199
23.03	0.867203
23.02	0.867206
23.01	0.867209
23	0.867213
22.99	0.867216
22.98	0.867219
22.97	0.867223
22.96	0.867226
22.95	0.86723
22.94	0.867233
22.93	0.867236
22.92	0.86724
22.91	0.867243
22.9	0.867247
22.89	0.86725
22.88	0.867253
22.87	0.867257
22.86	0.86726
22.85	0.867264
22.84	0.867267
22.83	0.86727
22.82	0.867274
22.81	0.867277
22.8	0.867281
22.79	0.867284
22.78	0.867287
22.77	0.867291
22.76	0.867294
22.75	0.867298
22.74	0.867301
22.73	0.867305
22.72	0.867308
22.71	0.867312
22.7	0.867315
22.69	0.867319
22.68	0.867322
22.67	0.867325
22.66	0.867329
22.65	0.867332
22.64	0.867336
22.63	0.867339
22.62	0.867343
22.61	0.867346
22.6	0.86735
22.59	0.867353
22.58	0.867357
22.57	0.86736
22.56	0.867364
22.55	0.867367
22.54	0.867371
22.53	0.867374
22.52	0.867378
22.51	0.867381
22.5	0.867385
22.49	0.867388
22.48	0.867392
22.47	0.867395
22.46	0.867399
22.45	0.867402
22.44	0.867406
22.43	0.867409
22.42	0.867413
22.41	0.867417
22.4	0.86742
22.39	0.867424
22.38	0.867427
22.37	0.867431
22.36	0.867434
22.35	0.867438
22.34	0.867441
22.33	0.867445
22.32	0.867449
22.31	0.867452
22.3	0.867456
22.29	0.867459
22.28	0.867463
22.27	0.867467
22.26	0.86747
22.25	0.867474
22.24	0.867477
22.23	0.867481
22.22	0.867485
22.21	0.867488
22.2	0.867492
22.19	0.867495
22.18	0.867499
22.17	0.867503
22.16	0.867506
22.15	0.86751
22.14	0.867513
22.13	0.867517
22.12	0.867521
22.11	0.867524
22.1	0.867528
22.09	0.867532
22.08	0.867535
22.07	0.867539
22.06	0.867543
22.05	0.867546
22.04	0.86755
22.03	0.867554
22.02	0.867557
22.01	0.867561
22	0.867565
21.99	0.867568
21.98	0.867572
21.97	0.867576
21.96	0.867579
21.95	0.867583
21.94	0.867587
21.93	0.867591
21.92	0.867594
21.91	0.867598
21.9	0.867602
21.89	0.867605
21.88	0.867609
21.87	0.867613
21.86	0.867617
21.85	0.86762
21.84	0.867624
21.83	0.867628
21.82	0.867631
21.81	0.867635
21.8	0.867639
21.79	0.867643
21.78	0.867647
21.77	0.86765
21.76	0.867654
21.75	0.867658
21.74	0.867662
21.73	0.867665
21.72	0.867669
21.71	0.867673
21.7	0.867677
21.69	0.86768
21.68	0.867684
21.67	0.867688
21.66	0.867692
21.65	0.867696
21.64	0.867699
21.63	0.867703
21.62	0.867707
21.61	0.867711
21.6	0.867715
21.59	0.867719
21.58	0.867722
21.57	0.867726
21.56	0.86773
21.55	0.867734
21.54	0.867738
21.53	0.867742
21.52	0.867745
21.51	0.867749
21.5	0.867753
21.49	0.867757
21.48	0.867761
21.47	0.867765
21.46	0.867769
21.45	0.867772
21.44	0.867776
21.43	0.86778
21.42	0.867784
21.41	0.867788
21.4	0.867792
21.39	0.867796
21.38	0.8678
21.37	0.867804
21.36	0.867807
21.35	0.867811
21.34	0.867815
21.33	0.867819
21.32	0.867823
21.31	0.867827
21.3	0.867831
21.29	0.867835
21.28	0.867839
21.27	0.867843
21.26	0.867847
21.25	0.867851
21.24	0.867855
21.23	0.867858
21.22	0.867862
21.21	0.867866
21.2	0.86787
21.19	0.867874
21.18	0.867878
21.17	0.867882
21.16	0.867886
21.15	0.86789
21.14	0.867894
21.13	0.867898
21.12	0.867902
21.11	0.867906
21.1	0.86791
21.09	0.867914
21.08	0.867918
21.07	0.867922
21.06	0.867926
21.05	0.86793
21.04	0.867934
21.03	0.867938
21.02	0.867942
21.01	0.867946
21	0.86795
